Iteracion,Tasa llegada,Tasa servicio
1151,9,20.505214281329362
1152,15,20.048522660344982
1153,22,20.42731651778521
1154,10,20.963674330285276
1155,10,19.579969983029457
1156,27,18.872166977745046
1157,20,20.252292684635506
1158,22,21.83338503965881
1159,13,18.675460302890066
1160,17,19.573735388410494
1161,20,19.828373950651372
1162,23,20.774956615605888
1163,12,19.30085065717504
1164,17,19.83347000918286
1165,12,20.811886195593733
1166,20,20.490329275530918
1167,24,19.7751044364871
1168,21,20.225751314608942
1169,12,19.6233697650638
1170,13,18.19516672752615
1171,13,19.747630776804325
1172,20,21.29486167386405
1173,19,19.205502144751787
1174,17,19.322363598071874
1175,16,20.393652920083017
1176,18,20.11509210802351
1177,16,19.414937838900784
1178,13,18.706087007280978
1179,19,19.332726123342557
1180,14,20.290603640533618
1181,17,20.929862511593914
1182,22,20.27153343318712
1183,15,18.893182983305266
1184,22,19.55669445635193
1185,19,20.16976977810807
1186,15,17.927356026388917
1187,17,19.57182886234729
1188,19,20.875802167725773
1189,21,19.705220060811516
1190,14,18.418459201561515
1191,18,21.284015002389282
1192,15,19.477777884662082
1193,23,20.512256440540533
1194,23,20.15265052480732
1195,19,22.31890012949063
1196,14,21.185472997972866
1197,19,20.70912292917691
1198,15,18.557392031556823
1199,11,20.61604321113481
1200,15,20.456499871101716
1201,20,19.27764750093638
1202,14,19.616134855169182
1203,10,20.22539862624053
1204,15,20.766496163570306
1205,19,19.078912688814054
1206,14,19.78626106851069
1207,19,21.53943799065808
1208,9,20.10410522755554
1209,19,19.822226724927518
1210,13,20.66570869147138
1211,14,19.52150991765439
1212,13,19.800304805910542
1213,21,20.31588207700649
1214,17,19.24709011547238
1215,13,19.635761783322803
1216,27,19.643337026790824
1217,17,20.783718643883372
1218,20,19.607814780634005
1219,22,20.279338836880417
1220,11,21.056712697538547
1221,13,20.25598115100515
1222,14,19.260885981467133
1223,21,21.0139410855034
1224,16,20.18491241204512
1225,13,20.585728228056404
1226,16,20.391880897294527
1227,12,20.75857164131377
1228,17,20.892711030274626
1229,9,20.102235917191628
1230,16,20.48466319366841
1231,11,19.868252530370132
1232,19,21.03880971562619
1233,16,21.249105803938257
1234,15,20.276902321400154
1235,10,20.18985992271363
1236,13,19.62969398050638
1237,16,18.947432229175302
1238,23,19.858471363329407
1239,13,19.417379364004468
1240,12,20.497346044813163
1241,16,20.33890361541826
1242,18,20.382324696741623
1243,13,21.474677799637597
1244,17,20.094602285136244
1245,12,19.936780454998587
1246,12,19.225790135662425
1247,16,20.04417660005526
1248,14,20.7565291298539
1249,15,20.50585496375521
1250,11,21.097983484562494
1251,17,19.79653297359451
1252,19,19.73817926689681
1253,16,19.936148667472125
1254,22,20.854797855584252
1255,19,19.541615114354
1256,13,19.58868896962695
1257,16,21.600561776841154
1258,8,19.164643495508432
1259,10,19.676946093801924
1260,16,19.41490473441987
1261,13,19.7960480653217
1262,13,20.677598918269823
1263,14,19.23972288201789
1264,18,19.1271760242923
1265,15,20.73679536907005
1266,16,20.44035038518243
1267,17,20.52658012799943
1268,13,21.04973046619712
1269,16,19.432811217531263
1270,26,19.923358520525447
1271,19,19.127341086031215
1272,16,19.4059585687905
1273,13,19.27915523811161
1274,24,19.66444756551115
1275,21,20.19718493157233
1276,12,20.075038091497007
1277,10,20.81156700440546
1278,18,20.16370456061023
1279,12,19.682718173221463
1280,18,19.406310937746802
1281,14,20.857391387351118
1282,12,19.396473423522536
1283,12,18.885182274337826
1284,22,19.38163900559175
1285,13,19.74354417349999
1286,13,19.58158765563079
1287,20,18.277436896152558
1288,17,19.890609073540663
1289,16,20.84900727289226
1290,11,19.631479385093474
1291,20,20.57171756368792
1292,9,20.18157214009429
1293,13,20.565016980380804
1294,18,19.744787515383226
1295,13,19.482650492584664
1296,12,21.21317201692955
1297,12,21.21249255216867
1298,16,20.279563197608425
1299,18,20.24840889501383
1300,9,20.0211766166035
1301,23,19.78873460136578
1302,17,19.547908831110796
1303,25,19.39372379470759
1304,32,19.38058553895542
1305,19,20.340001614230083
1306,20,19.350958604615485
1307,15,18.855582901248955
1308,10,20.64064492199872
1309,20,19.563580521561825
1310,13,19.60386177239185
1311,14,19.839619414579936
1312,10,20.206816879938742
1313,14,20.112331258638545
1314,13,20.485572661741084
1315,12,20.706515675854327
1316,13,20.00760273132676
1317,16,20.93469879256351
1318,13,20.646394754474684
1319,18,19.920516771930217
1320,23,19.92828711495946
1321,15,19.309680193010355
1322,19,19.91125451047746
1323,17,20.155186675640955
1324,9,19.35226784293897
1325,20,19.464552103153896
1326,21,20.813272438843544
1327,18,20.023460086017604
1328,17,20.47275532086475
1329,18,19.531234743864292
1330,12,20.31956917097337
1331,19,19.477369652382578
1332,16,20.81229891075624
1333,18,20.645362819450252
1334,11,20.33184170952593
1335,12,19.98786421338067
1336,20,18.267383102530836
1337,18,20.076035628048782
1338,24,19.86982439376844
1339,15,20.30917093376659
1340,13,19.906947826835346
1341,15,20.022390786700704
1342,23,20.87672052594171
1343,16,19.247738888721344
1344,18,19.41406062747831
1345,18,20.620101993410593
1346,27,18.847177704735227
1347,18,19.483843318483245
1348,14,20.494439605348646
1349,16,20.710369740246307
1350,19,20.282917740647854
1351,15,19.62746464599278
1352,10,19.64234550065223
1353,12,21.115062776518002
1354,21,19.728689401162626
1355,21,19.58878101285095
1356,18,19.26763695222701
1357,16,19.65570231514734
1358,16,20.394351090625474
1359,17,21.121457005550113
1360,10,19.893270573577826
1361,20,20.363814084963394
1362,14,19.92249420190784
1363,16,19.357731070863853
1364,12,20.28373863753336
1365,16,19.456183130228887
1366,18,20.417167790500116
1367,11,20.123123393991968
1368,14,20.92300855491554
1369,13,20.689627197005233
1370,12,20.43999584443913
1371,12,21.220667458717713
1372,22,19.528574923726776
1373,18,21.11171836382437
1374,29,20.116153474705644
1375,17,19.70351056185182
1376,17,21.59260648929047
1377,17,19.43228435643603
1378,15,20.249475780174542
1379,13,21.4878221680651
1380,25,20.565047887661237
1381,17,18.779386193166193
1382,16,20.066612655869342
1383,17,20.819792744483838
1384,15,19.2556237548484
1385,11,21.231374098881933
1386,16,19.845351672142616
1387,17,19.87929746388092
1388,21,19.124954427434506
1389,20,20.36902645610414
1390,17,20.056801094047056
1391,10,19.487588700475754
1392,15,20.438866139253
1393,15,20.193475775856772
1394,14,19.905752983486185
1395,17,18.490536017671868
1396,17,20.83937552342608
1397,13,21.147339191532037
1398,21,21.046422192158406
1399,13,18.986654120709282
1400,15,20.42131780600377
1401,24,18.476943209304387
1402,16,21.400829271437512
1403,14,21.48311212617805
1404,17,19.515972242970467
1405,18,20.27853815182236
1406,20,18.951100526580102
1407,22,18.948260766674704
1408,12,19.49127543163927
1409,15,20.111856385904883
1410,18,18.18713194229746
1411,10,19.90170760883779
1412,17,19.715108604079557
1413,16,18.776475251739893
1414,13,19.711574207494703
1415,21,20.344635937743178
1416,10,19.481990255986332
1417,17,19.346221685035832
1418,14,19.166923105876602
1419,15,20.564370134703562
1420,15,20.501474024035268
1421,12,19.739431326133214
1422,11,20.9928924070985
1423,10,19.995418220863577
1424,12,18.82984406614243
1425,15,20.80525930392888
1426,14,19.860746776776782
1427,12,19.892763861734863
1428,21,19.899364961915154
1429,21,20.15230091377818
1430,20,19.365543255225077
1431,12,20.812423116455886
1432,19,20.112301898203594
1433,25,19.60287782342712
1434,14,20.970162698113256
1435,16,19.648059520163855
1436,16,19.25142811019718
1437,10,19.85722887175036
1438,22,20.703422593236336
1439,23,21.075921521126737
1440,11,20.538690281862984
1441,20,19.83218241419727
1442,12,19.381421246456625
1443,18,19.69617260648611
1444,19,19.788653391219174
1445,24,19.752288256643883
1446,9,20.076068825286185
1447,20,20.547141879171008
1448,10,19.773743207052686
1449,20,21.18972250282763
1450,15,20.061219244313964
1451,19,19.61126719697364
1452,16,20.19652792103995
1453,14,19.85039579327052
1454,12,19.75326473485659
1455,19,21.15994510466648
1456,17,20.560260930649754
1457,27,19.835418459652875
1458,22,19.87354755406367
1459,17,21.78972249056828
1460,15,19.672256545847883
1461,19,20.404091250130957
1462,13,20.538173969718606
1463,19,19.988882591176296
1464,25,19.02745760415381
1465,26,20.547100863011156
1466,19,18.798350651975014
1467,15,20.07155930341305
1468,19,21.133509551941323
1469,16,20.26301103205579
1470,18,19.825655712694125
1471,21,19.84089856263949
1472,18,21.04945874463213
1473,17,20.45338165643819
1474,11,20.800757862690887
1475,13,19.30879010501241
1476,16,19.661719882925382
1477,17,18.894779638680138
1478,19,20.217987749016302
1479,14,19.037713688044583
1480,17,19.462764743167057
1481,13,20.460803119440236
1482,12,19.35757474419384
1483,18,19.943763130228
1484,11,20.859122815374523
1485,21,19.65345785892872
1486,14,18.562724573289643
1487,12,20.745073707655624
1488,18,18.211272934003308
1489,15,19.221905952879535
1490,17,20.52867416695747
1491,17,21.07030363136894
1492,20,21.123887808400653
1493,10,20.6761261624783
1494,12,20.29358345124248
1495,14,20.43997202777504
1496,15,20.327535081172392
1497,13,20.007135539645084
1498,19,20.030599832415152
1499,16,21.27512548023535
1500,23,20.617752505692437
1501,14,19.239634933954264
1502,19,21.32039129485357
1503,14,21.174946736228332
1504,9,18.547961366662374
1505,16,19.66442033223381
1506,16,19.215481801775596
1507,17,20.543553587685317
1508,18,21.13599018627516
1509,18,20.241734538027437
1510,19,20.212031900910134
1511,18,19.874718438270726
1512,16,20.69024602727315
1513,22,19.536854452834362
1514,12,19.380282191942726
1515,16,19.267512781762296
1516,15,19.516366085048244
1517,16,21.395264061083036
1518,21,20.955178670474723
1519,18,20.68387730692001
1520,15,20.173816974115418
1521,23,20.117201724190583
1522,17,20.530680419281435
1523,16,19.967687900462067
1524,13,19.630152906329762
1525,14,19.50594120761115
1526,19,19.751932010656965
1527,13,19.86925481655594
1528,15,19.089797025107938
1529,13,19.99568523011998
1530,17,20.248699622263658
1531,7,20.801298161535023
1532,13,19.770898967214535
1533,8,20.011753017887912
1534,14,18.939627942903073
1535,8,19.203667323373715
1536,17,19.27569418209142
1537,17,20.2258779106639
1538,12,20.58704196798114
1539,12,19.53663957028208
1540,13,20.162215898179504
1541,18,19.78713695452562
1542,10,19.325252640958453
1543,18,19.798800267315652
1544,17,19.27552588039771
1545,12,21.235165033382113
1546,16,18.847260135920003
1547,12,20.633455452787683
1548,21,19.477759146058574
1549,17,20.42453063105331
1550,11,20.340619932782577
1551,9,19.495094608407673
1552,21,19.772772098239585
1553,13,20.289420731751544
1554,23,19.234758154047483
1555,11,20.926940783483985
1556,20,20.78882722130082
1557,10,21.34035956270147
1558,19,20.184687839189653
1559,21,20.27230037742279
1560,15,18.958269083230213
1561,17,20.78445127093556
1562,20,19.985041639076734
1563,11,20.510446798589296
1564,14,19.662280246255975
1565,21,19.839097545120033
1566,10,19.909485619366293
1567,19,20.550956513609943
1568,20,20.426391721183293
1569,11,18.509813063652228
1570,15,19.518714572445422
1571,10,19.432004101517833
1572,10,19.130229582647253
1573,19,20.882155399359927
1574,14,19.533280313762916
1575,20,20.466582966171345
1576,21,20.80958336424062
1577,15,20.56973543528776
1578,21,19.6469281374445
1579,17,18.935356693514883
1580,20,18.38150735883439
1581,11,19.90385162146011
1582,17,19.475519207549073
1583,15,19.6826114076391
1584,11,21.05577879479894
1585,22,19.704366443044123
1586,18,19.441484432460445
1587,23,19.767168154726242
1588,16,19.646820930844697
1589,20,20.82433760551615
1590,14,20.439970434376896
1591,16,20.817124053556064
1592,16,18.864032200135547
1593,14,19.787461183916463
1594,18,20.257963142746654
1595,17,21.372028566860624
1596,17,20.12241806493132
1597,21,19.88265153313938
1598,13,19.514751216010236
1599,18,20.269974227417194
1600,21,20.304325979070196
1601,19,18.87604937400255
1602,14,19.842512792275343
1603,18,19.38023886707213
1604,13,20.679306859547037
1605,14,20.299883815385357
1606,14,20.15965071996789
1607,14,20.849681311466927
1608,14,20.602414306157442
1609,24,19.9647594819287
1610,16,21.38335576755911
1611,17,21.004883904784176
1612,14,18.888673862892748
1613,30,19.89055905172909
1614,15,20.89391986275752
1615,13,19.617716365293685
1616,14,19.19687603366844
1617,19,18.756845240849003
1618,9,20.06531527646213
1619,21,21.305922199191414
1620,18,19.42040514250775
1621,15,20.315921861193974
1622,12,19.729887802688868
1623,22,20.980509405074113
1624,11,20.728911077156983
1625,11,20.72146940860633
1626,11,18.929626250751454
1627,19,19.68784738815244
1628,19,19.04771614294091
1629,12,19.927306005332365
1630,19,18.013624833012972
1631,15,21.20408209093218
1632,18,20.005498386378907
1633,18,18.940581999622008
1634,17,20.119145808019145
1635,19,20.171238163918066
1636,8,20.283244043284576
1637,19,19.56941295959431
1638,9,19.21533319922441
1639,12,19.994726718381422
1640,20,20.618842808140815
1641,19,20.368404363986308
1642,12,19.284132745761188
1643,16,19.347663419717694
1644,9,19.55410127595646
1645,18,19.947245546806144
1646,17,19.60964818926627
1647,13,20.515312165564925
1648,17,19.963342459333333
1649,18,19.621508874756522
1650,22,19.84480019251472
1651,20,19.383331302846415
1652,14,19.649810542715812
1653,15,19.726679535896004
1654,9,19.344920339175257
1655,26,19.27934230330166
1656,14,20.226738237614818
1657,14,20.053683162161906
1658,21,19.12666412547297
1659,16,21.01094836232563
1660,14,19.702768491085944
1661,17,19.158207417976506
1662,12,17.939607067353293
1663,11,19.850356168629066
1664,14,20.4152504940489
1665,20,19.895297884054987
1666,21,18.839269192446675
1667,19,20.317819756611268
1668,17,21.233023612227925
1669,16,19.277866660450343
1670,17,20.436165846227233
1671,7,19.55839184722799
1672,13,20.581055249984548
1673,17,20.307625628491305
1674,14,20.490747517512943
1675,12,20.88747809795966
1676,16,19.360986997963526
1677,13,19.88063346152287
1678,11,19.92227555355508
1679,18,19.99578086340175
1680,21,20.192860472332114
1681,19,20.646106215922178
1682,15,20.040522420624878
1683,12,19.985696860784813
1684,16,20.24838453308519
1685,19,19.343732454637998
1686,19,20.285441806206133
1687,14,19.61128172480226
1688,20,19.312136035210123
1689,19,19.886478935958767
1690,16,20.332913786623852
1691,16,19.950364973596216
1692,17,19.455620045686672
1693,13,19.891527373272776
1694,19,21.10666656585652
1695,16,20.325295302420205
1696,12,19.833131707135475
1697,18,20.241413260311692
1698,15,20.641275941074188
1699,17,20.627745915706633
1700,14,20.494862475692337
1701,19,20.528729346455865
1702,19,19.349295268388964
1703,18,19.077249341083125
1704,14,20.10141223939902
1705,19,21.0838751688922
1706,12,20.923354667598055
1707,19,20.885900125468215
1708,14,19.70665487207799
1709,16,19.525545847061508
1710,16,19.35363771455027
1711,14,19.69528017335737
1712,12,19.93349865800428
1713,18,20.897108405670583
1714,23,21.137614281701246
1715,9,21.169401709688163
1716,24,20.53906446462808
1717,11,19.90246427460271
1718,18,21.094857511454407
1719,14,19.70960548293445
1720,11,19.65094151869
1721,15,21.195881370280517
1722,10,21.50270886175066
1723,11,20.76728795510463
1724,26,19.16516533094397
1725,16,20.457162391096094
1726,9,18.618485910883543
1727,14,19.412616695677453
1728,19,19.065078338797655
1729,13,19.6043809086345
1730,23,19.158513569577458
1731,10,21.159249031054195
1732,15,19.17327482902757
1733,13,20.36786988061915
1734,20,19.315069387532024
1735,20,19.57830370889318
1736,20,20.505022756217375
1737,22,19.011236245662612
1738,17,20.305833664862003
1739,16,17.94826743381315
1740,14,19.26691243655845
1741,16,20.358879807187915
1742,14,19.149166178145506
1743,10,20.17910298174089
1744,24,19.892960514361217
1745,11,19.015974369197828
1746,19,21.5938992296385
1747,9,19.782838342228484
1748,21,20.437664237778854
1749,27,20.435450867678476
1750,14,18.868752621708104
1751,21,20.252460054797975
1752,17,19.216951802839905
1753,22,19.838422487420452
1754,14,20.630463935188203
1755,10,20.018221332334168
1756,11,19.384942069371977
1757,17,20.288197414187614
1758,16,20.573692567438492
1759,17,19.52667178172315
1760,23,21.42563770646181
1761,17,20.571243646583927
1762,13,19.05732953104377
1763,19,18.306300555847272
1764,16,20.800597134469804
1765,18,19.48668573920568
1766,12,20.32360635069406
1767,17,20.060317905838406
1768,9,18.817536513921475
1769,19,20.24039838073106
1770,13,21.042171575234896
1771,7,19.875685574516737
1772,14,19.810354492572717
1773,18,19.683432715434797
1774,21,18.75996329708153
1775,9,19.9756365706062
1776,11,19.95813840190123
1777,18,20.578082936650397
1778,9,20.15930335246068
1779,23,20.20574737719527
1780,15,20.76344949933877
1781,18,20.42897656952421
1782,28,20.031986272821747
1783,22,20.156739180918173
1784,8,20.66388193769823
1785,16,20.50162823619622
1786,19,20.19863087946574
1787,19,20.97085218529942
1788,14,18.870925495904558
1789,9,19.00740985829315
1790,13,20.112300994727985
1791,15,20.339555217420504
1792,12,20.534413837846067
1793,17,19.01523123814462
1794,14,19.933326976045407
1795,23,19.81363801665474
1796,21,20.937568975866014
1797,13,21.0676812218092
1798,14,19.076071518308485
1799,18,19.918179642534877
1800,19,20.04594509575882
1801,19,18.475134129160235
1802,21,20.119684725947902
1803,18,20.050790591344064
1804,18,19.751596259619124
1805,17,19.752217577945075
1806,13,18.410298957288372
1807,16,20.302595221753492
1808,24,21.01406991096389
1809,19,19.431681777508757
1810,13,19.778307611254103
1811,22,19.309145559883532
1812,19,20.30095166725578
1813,21,19.731991453152645
1814,11,19.380173175824655
1815,14,21.11394009684919
1816,15,20.363520250495927
1817,16,20.29982927722792
1818,16,19.04771731592404
1819,18,18.90095030220382
1820,18,20.602077695806848
1821,20,18.86892844198571
1822,11,19.958019733073705
1823,17,19.46047950636683
1824,16,21.169485683015605
1825,22,19.835337443613273
1826,16,19.553823413097373
1827,18,21.348227116819093
1828,14,20.31234487500289
1829,18,20.090555028326733
1830,15,19.47844626575274
1831,17,20.619281921603726
1832,15,19.112785038629095
1833,22,19.985390389026588
1834,17,20.07597765183275
1835,19,20.87756898807448
1836,7,21.16058307082231
1837,8,20.474544704517402
1838,20,18.87581490200827
1839,23,20.90196406708853
1840,20,18.207884872009174
1841,12,19.5866091208666
1842,15,19.468966742031462
1843,13,20.42911218235427
1844,14,19.958622449094673
1845,13,20.335890947644014
1846,12,19.149173330903498
1847,13,21.308052613188963
1848,19,20.4256574046653
1849,14,18.634690636968674
1850,17,20.302865212567763
1851,18,20.56318955590163
1852,13,20.66332125552447
1853,18,19.954537079633074
1854,19,19.440651188757368
1855,19,19.48967897497978
1856,13,19.51366982495911
1857,22,19.229829981618963
1858,20,20.677052120169407
1859,18,19.530054513706517
1860,18,19.16812153803403
1861,19,18.757289993488115
1862,18,19.5326919128318
1863,23,19.817894360475464
1864,17,19.780335996374376
1865,16,19.427224247958893
1866,15,20.985170359374635
1867,19,19.15963250436712
1868,15,19.55457490097898
1869,17,18.588378177867675
1870,11,20.78586155696023
1871,18,19.608686694992887
1872,15,20.191437041352117
1873,11,19.18512597167728
1874,12,19.068053680976497
1875,20,19.799661976886604
1876,18,19.32952948117123
1877,24,20.772217205229857
1878,9,20.36718373159677
1879,18,19.815883782078963
1880,18,20.4847115098014
1881,15,20.05263332835197
1882,22,18.8104760191329
1883,15,21.094505823339748
1884,20,18.729833998454275
1885,14,19.416098497350838
1886,21,20.670663486949724
1887,14,18.392942641227947
1888,20,19.12870113652667
1889,14,20.430291822313112
1890,20,20.02685744054836
1891,20,19.594531447907105
1892,17,20.13959681390449
1893,16,20.082178986722578
1894,13,19.911506352790035
1895,20,19.373031587874134
1896,15,19.685850706847418
1897,13,21.230532378551363
1898,20,20.298987374663007
1899,12,18.985041591730518
1900,17,19.712530084452556
1901,18,20.728410722213063
1902,25,19.78959698722115
1903,16,19.835092767719985
1904,11,20.502287029835063
1905,19,20.247955005884823
1906,14,19.78902267689182
1907,12,20.5983739912647
1908,20,20.02342757603572
1909,19,20.644698158359418
1910,17,19.1281270200427
1911,15,21.542607717937383
1912,15,19.471522679729148
1913,17,19.405770897963368
1914,16,19.29966695872177
1915,17,19.835564095219468
1916,15,20.56057529206287
1917,23,19.855974895639356
1918,15,20.454808424427856
1919,13,20.75325539607796
1920,24,20.627464601375184
1921,14,21.19293645456546
1922,23,20.09193148009089
1923,15,20.040297025974404
1924,16,21.63115746835825
1925,13,19.269290728274125
1926,21,19.06482099886713
1927,19,20.768434552477665
1928,17,18.966653834874332
1929,17,21.261562024759723
1930,20,21.056791135386224
1931,14,20.265373025946747
1932,18,19.794718150682076
1933,14,19.724715993736485
1934,19,20.481670980725262
1935,21,18.23816386294476
1936,25,19.968505681557463
1937,25,19.70540013030468
1938,17,19.30621800084007
1939,11,18.999456974396004
1940,12,19.659996549669923
1941,13,19.648341577272003
1942,10,19.30344362553287
1943,15,20.468860356328868
1944,11,20.046497158928904
1945,13,19.26489288828054
1946,17,19.81753488294129
1947,10,20.23443429713754
1948,10,20.38741380281871
1949,14,19.41321042363688
1950,11,20.711199824233148
1951,19,20.297994704791332
1952,15,20.274812627905828
1953,11,19.33491455778622
1954,15,20.565252393077373
1955,19,19.25328537838034
1956,17,19.995486084015422
1957,12,18.903187220104105
1958,14,21.345159761915784
1959,18,20.44783057170095
1960,15,20.107672837036755
1961,13,19.96439421500444
1962,17,20.504315955282838
1963,18,19.92734919975478
1964,21,18.936557370811293
1965,13,20.073125908693005
1966,19,19.872649250270687
1967,16,20.745685462769863
1968,15,20.686610159772197
1969,11,19.45395337384421
1970,17,22.342765576063446
1971,16,19.749172708450008
1972,14,19.658887868631943
1973,10,20.120035202895682
1974,19,20.746940915749267
1975,14,20.22099167068394
1976,12,20.253262694001318
1977,16,19.67314390514826
1978,10,20.546606246532285
1979,16,20.161207178944608
1980,15,20.2709130302835
1981,15,20.622485703945465
1982,15,20.494908830115385
1983,19,19.75495700316403
1984,14,19.872680054599765
1985,17,19.04317204853552
1986,12,20.896906042220607
1987,19,19.345416416113792
1988,18,21.63622384734455
1989,26,19.994993986265456
1990,20,20.220743648331958
1991,9,19.73870446664061
1992,16,20.462160211393083
1993,19,20.679161578419933
1994,20,19.663691877516257
1995,14,18.87885530777492
1996,16,20.43593269469318
1997,20,20.481068238791906
1998,22,20.456521847687487
1999,21,20.573264282061274
2000,15,20.42412794643787
2001,14,21.236967152904786
2002,13,19.57145705097009
2003,6,18.916266804255383
2004,16,18.212985729062435
2005,15,19.431453559404265
2006,18,19.175758957427654
2007,9,20.642385896646722
2008,19,20.706147923544705
2009,14,19.72090192786221
2010,15,20.41547514194176
2011,29,21.03680479040935
2012,14,19.91613915704641
2013,22,19.3923300809874
2014,17,19.015986796857025
2015,18,20.363214544193138
2016,17,20.789209731641254
2017,14,20.0657877897724
2018,16,20.48689435339382
2019,14,19.84442066638539
2020,14,20.85674049598398
2021,16,20.393937217768148
2022,10,18.518712211328335
2023,15,20.311608489232977
2024,19,20.26527161118254
2025,23,20.50832787291021
2026,15,20.57092628918856
2027,17,19.75767206978887
2028,24,20.596726853333763
2029,12,18.788110327807065
2030,20,20.741802188087025
2031,16,20.447381711276417
2032,10,19.3579100991942
2033,19,20.937620336925967
2034,19,19.567955446101205
2035,14,20.622515742203525
2036,13,19.76126959390821
2037,20,19.899203580115024
2038,11,19.00631008520051
2039,19,21.273066335927524
2040,12,19.759069637319435
2041,12,19.591521423479417
2042,11,19.7887908971899
2043,19,20.938297305762955
2044,13,20.21755660216177
2045,11,21.151019846001436
2046,13,20.738584587905603
2047,19,21.308015253055036
2048,17,19.454870666474545
2049,22,19.33047728246019
2050,22,20.349641196730914
2051,19,21.025912631206296
2052,15,18.74427385728535
2053,11,19.962975007672732
2054,17,20.106100478823244
2055,14,19.487218211692305
2056,16,19.50163459972758
2057,19,21.939263186920552
2058,16,20.56859415930624
2059,19,20.845265493256885
2060,10,19.773348778658463
2061,13,19.356561201613655
2062,18,20.15472920236946
2063,18,21.176495613289298
2064,24,19.743515095574846
2065,13,20.66159091564908
2066,15,19.339783292878906
2067,16,20.99740900370487
2068,17,20.708893279431067
2069,20,19.759551130587777
2070,15,19.03191724433467
2071,14,20.1199393461858
2072,8,20.467109136750217
2073,20,19.910732037463617
2074,15,18.599710497233335
2075,16,19.42096760124679
2076,15,20.356057474456566
2077,26,19.91917741652594
2078,9,19.385788785993075
2079,20,19.42252848947506
2080,15,19.141956198127716
2081,12,20.534121327621982
2082,19,21.349349515142674
2083,12,19.877907829729917
2084,23,19.111492165129732
2085,16,20.026446126991093
2086,18,20.02322324536144
2087,10,20.979402309684613
2088,13,19.029135075045655
2089,17,19.630422835347623
2090,22,20.6822215000907
2091,13,21.079858944785748
2092,15,19.06273616262565
2093,17,20.452060622757518
2094,16,20.149219355663977
2095,13,20.276155118087544
2096,21,19.93869059330323
2097,12,19.53848188220698
2098,25,18.8582752349753
2099,16,20.71427909108556
2100,12,19.63771926704086
2101,15,18.01720496547887
2102,13,20.93169225195562
2103,16,19.813763891561198
2104,20,20.0432302936886
2105,18,20.925236821262363
2106,12,20.585936504120422
2107,21,19.954233909089968
2108,20,20.101532519880063
2109,14,20.55450665458065
2110,15,20.663422480660998
2111,18,19.875554142685036
2112,22,20.565582698565745
2113,23,20.03294419356166
2114,21,20.43500081348257
2115,23,18.842845393019743
2116,14,19.949445784449573
2117,15,19.358250684596477
2118,6,20.644601446441097
2119,17,19.304331696979734
2120,15,19.762020705264856
2121,24,19.37220151327606
2122,12,19.567889176467474
2123,22,21.117796887956146
2124,18,20.306801796027994
2125,14,20.154521816818033
2126,16,20.278441049331434
2127,9,18.344506506341364
2128,18,20.501419821317874
2129,13,20.576308151583113
2130,14,20.577626709495476
2131,16,20.253123811309933
2132,16,20.530926538552162
2133,13,20.24519793714029
2134,12,19.90815447443642
2135,10,19.998832898782116
2136,16,20.376237073286923
2137,14,20.031506591217347
2138,24,20.947767477442845
2139,18,21.133790120780105
2140,8,20.263185322726265
2141,14,20.502962524902106
2142,15,21.189652401610907
2143,15,19.027557531151203
2144,13,20.421186937298927
2145,10,20.73050353433823
2146,11,21.0782550092253
2147,15,20.071305479505167
2148,13,19.79021598662584
2149,18,21.7184746745227
2150,12,20.319371519500677
2151,14,19.332514968294273
2152,23,20.743641628929833
2153,15,19.461215287291044
2154,12,19.307183742293322
2155,14,19.450452315474013
2156,14,20.872321985266435
2157,20,20.181094135888962
2158,13,19.84796837412235
2159,13,18.328144743250483
2160,20,19.472242620440078
2161,12,19.428535019357483
2162,12,20.652815304327717
2163,12,18.64273477312239
2164,9,20.673920554092906
2165,19,20.537239263546095
2166,17,20.67535012894583
2167,13,18.511632838312714
2168,14,19.590073549746368
2169,16,18.5269342540889
2170,19,19.6958633545153
2171,18,20.544769779350542
2172,5,20.523955518004406
2173,13,20.561664810434607
2174,20,18.75183846375633
2175,17,20.013978428288315
2176,12,19.778812561479167
2177,12,19.49229649572635
2178,8,21.164315577213834
2179,21,19.505223829388136
2180,19,20.6548524860542
2181,15,19.615071249263462
2182,10,19.336046713284617
2183,21,19.826354212509194
2184,13,19.92325118800889
2185,7,20.4465858348783
2186,19,18.29576622256611
2187,27,20.40880165951855
2188,22,20.861671066528928
2189,17,18.40338790876498
2190,17,20.3060382157042
2191,17,20.46201845776477
2192,17,19.74612588553995
2193,18,21.417087152323408
2194,20,19.59661264375327
2195,18,19.32076426239537
2196,20,20.13655624608962
2197,16,17.885575082269057
2198,17,21.027621611609135
2199,9,19.307123133203262
2200,15,19.60926095144265
2201,9,19.201576467245808
2202,8,19.389427657577478
2203,16,20.92732907535196
2204,12,20.82824394223966
2205,16,19.087571587936722
2206,11,19.678185160037227
2207,10,20.87611150368732
2208,22,20.769747223595697
2209,11,19.496598409228234
2210,15,21.3569394924261
2211,19,21.096167933900077
2212,12,20.955866985252754
2213,13,20.23368417234724
2214,20,20.045368662280918
2215,19,21.02093941021198
2216,12,19.96891072105914
2217,15,19.622356514292886
2218,22,19.65208486269395
2219,20,20.15885908625287
2220,12,19.39993145910176
2221,22,20.765972865844233
2222,19,19.77243079858582
2223,14,18.56424128164793
2224,17,20.03976994968645
2225,22,20.40086686717536
